,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.rating,reviews.text,reviews.title,reviews.username
9210,50 N E Catawba Rd,Hotels,Port Clinton,US,41.52469,-82.85883,Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,43452,Middle Bass,1.0,"Besides the foul/unusual smell in the hotel room and the unusually cold pool, this stay was great. We selected this hotel because we were traveling with a group of my daughter's friends and we knew the kids would be happy to have a pool to swim in. Well, so much for that, the kids could not even swim in the big pool because it was so cold. They moved to the hot tub and after a few minutes we had a bunch of blue lipped 4 year olds. The funky,sour, old vacuum cleaner bag smell in the room was enough to make me consider never using the Holiday Inn Express chain again!",The pool was around 65 and the hot tub 78!,A Traveler
9298,126 N Ocean Blvd,Hotels,Delray Beach,US,26.464654,-80.058094,Berkshire By The Sea A Vri Resort,33483,FL,5.0,"We spend a week on this resort and we love it. First has prime location near everything walking distance. The property is well maintained and upper class. I love it. The apartment was on first floor and from the living area we had access to the pool. Nothing bad to say, I love this resort, the rooms are somehow showing... More",Great place to stay in Delray.,A V O
9308,250 Odlin Rd,Hotels,Bangor,US,44.791314,-68.810204,Days Inn Bangor Airport,4401,Veazie,3.0,Clean and comfortable for the price! Don't expect five star for a three star price and you won't be disappointed. My only minor issue is that I would have liked to have seen more seating space in the breakfast area. It was very crowded and not enough seating for most people.,,Joel
9363,1065 Fireline Rd,"American Restaurants,Italian Restaurants,Mediterranean Restaurants,Bars,Night Clubs,Taverns,Family Style Restaurants,Restaurants,Hotels & Motels",Palmerton,US,40.80952,-75.65106,Fireline Hotel,18071,PA,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
9367,2 Little Beaver Rd,"Hotels,Motels",Strasburg,US,39.97231,-76.15138,Brooks Donald L Jr,17579,Hessdale,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
9368,485 Hamilton St,"Lodging,Motels,Hotels",Geneva,US,42.8566,-77.00576,Days Inn Geneva,14456,NY,2.0,"Had to carry an extremely heavy suitcase to the second floor. When I made the reservation, I was not asked if I was able to negotiate stairs. What would have happened if I were in a wheelchair",No Elevator,Mary H
9374,Via Beato Angelico 35,Hotels,Ames,US,43.801897,11.298293,Fh Hotel Villa Fiesole,50014,IA,4.0,Beautiful view and convenient for bus to city centre!,relaxing,Richard
9431,101 Meadow Rdg,"Hotels,Motels,Lodges,Conventions Conferences & Trade Shows,Convention & Meeting Facilities & Services,Hotel",Elk City,US,35.386405,-99.401614,Clarion Inn,73644,OK,2.0,The worst check in 40 plus years of travel. This 30 plus year old property was once a Hoildome and well maintained not now. A Clarion with Choice hotels will not be a choice for us in the future. Granted check in is posted as 4:00 we arrived early to find no exceptions and the Holidome had the air turned... More,Extended family get-together,gene h
9441,1835 Columbia St,Hotels,San Diego,US,32.724488,-117.167651,Porto Vista Hotel,92101,CA,4.5,"We held our ceremony and reception on the roof deck of the Porto Vista hotel on 1/25/14. Because of some staff turnover, we had some issues and miscommunications during the planning process. But, John took care of us and in the end we were very happy with our choice of venue. Our guests loved the location of the hotel and all that the neighborhood had to offer. The Glassdoor restaurant was very accommodating to my large family, and everyone was happy with their rooms.We didn't use a wedding coordinator, and the hotel was very accommodation about giving us ample time to set up, and Les was a big help in the set up process. The space is very customizable to colors/styles and can accommodate a large crowd easily.The food came out amazing, and our guests raved about it all. The chef took care of us, and even did a second tasting with us to ensure we got exactly what we wanted.The weather was amazing, and being able to have an outdoor wedding in January was a treat. Overall, we loved our wedding and are happy with our choice. We felt it was a great value, particularly for the San Diego area.",,Melissa
9445,1 Norris Dr,"Hotel Pool,Arcade,Hotels,Hotel,Lodging,Resorts,Bed & Breakfast & Inns,Motels",Pawleys Island,US,33.470477,-79.097809,The Litchfield Inn,29585,Pawleys Isl,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
9458,1477 Casino Strip Resort Blvd,"Casinos,Weekend Getaway Hotels,Resorts,Hotels & Motels,Attractions",Robinsonville,US,34.819119,-90.411665,Sam's Town Hotel & Gmblng Hall,38664,Banks,,"This mammoth entertainment complex draws more tourists than Graceland, and for good reason. The SceneBilly Bob's Steak House Saloon boasts it has the biggest Angus steaks in the Delta, but of course that's not the main draw at the entertainment complex. Sam's Town Hotel Gambling Hall has become one of the largest tourist attractions in the Memphis area (in terms of people it pulls in) due to its nationally known musical headliners, as well as its gambling action. The Old West-style casino has a million square feet that includes the 1,600-seat River Palace Arena, where acts such as Wynonna and Willie Nelson draw top ticket prices. Two sports bars with big-screen TVs also feature entertainment and sporting events. Then, of course, there's the table gaming, slots, and casino atmosphere that have made Sam's Town synonymous with good times and entertainment.Must Have DrinksGrab a beer and let it ride.",,Contributor
9459,4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,47.66143,-122.31429,Hotel Deca - A Noble House Hotel,98105,WA,5.0,"The 5 stars is soley to Charles Bonner who absolutely saved our stay at Hotel Deca. My boyfriend and I booked a room to host friends in their largest suite to celebrate his birthday- costing just shy of 800 after taxes, and we got really screwed by upper managment. Upon our arrival it was as if none of the 4... More",Charles Bonner is a HERO!,Shelby C
9696,15750 Highway Bb,"Hotels,Hotel,Lodging,Resorts",Licking,US,37.461372,-91.98766,Boiling Springs Resort Canoe Rental,65542,MO,2.0,"The man who is the Proprieter of this Camp resort needs a lesson in customer service. He is rude and became loud threaten tone with me, concerning a misunderstanding, in which site he wanted me to park. His wife told me one thing and he another.The Parks bathrooms, bath houses. both were dirty. Flies and other bugs, Toilettes were soiled... More",Boiling Springs Review.,David T
9700,663 E Cloverland Dr,"Hotels,Hotels & Motels,Lodging,Motels,Ironwood, MI",Ironwood,US,46.463291,-90.161739,Advance Motel,49938,MI,1.0,"One word. Horrible. Lol worst owner ever, completely ignorant",,Hi I.
9701,5054 State Highway 70 W,"Resorts & Vacation Cottages,Hotels,Bed & Breakfasts,Lodging,Resorts,Inns,Bed & Breakfast & Inns,Motels",Eagle River,US,45.914957,-89.274311,Edgewater Inn & Cottages,54521,Clearwater Lk,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
9702,10 Calle Y Avenida Circunvalacion,"Hotel,Hotels",Annapolis,US,15.499006,-88.037895,Hilton Princess San Pedro Sula,21411,MD,,"One of the best hotels in San Pedro Sula, I will stay in this hotel again without a second tonight's, very clean room, outstanding stuff, very friendly and helpful, we stayed in the executive floor, 5th floor, breakfast was great.",Outstanding,JOSE M
9782,2645 N W Inlet Ave,"Hotels,Lodging,Hotel,Motels",Lincoln City,US,44.98465469,-124.0137872,Pelican Shores Inn,97367,OR,10.0,I like the vanity area in the bedroom so I can get hair and makeup ready out of the way. The layout of the rooms seems more like an apartment than a hotel room. And love the fireplace next to the excellent view of the beach.,Can't wait to come back next year!,Mary
9885,45400 Park Ave,Hotels,Utica,US,42.628861,-83.010776,Hyatt Place Utica,48315,MI,4.0,"Hotel was very nice and clean. Breakfast was good could of had a little more variety thou. Mainly fruit and cereals. Only had scrambled eggs, sausage links, and pre made small pancakes not even fresh ones was only choice for hot food. Had bagels and bread to toast also. Located next to Dave and Busters and when it closed there was lots of yelling and reving of car engines and carrying on for atleast 30 minutes or more when we was trying to sleep. Not sure if it was an isolated happening or its every night that way. Then there was a generator that ran all night long in the next parking lot which kept us from being able to sleep well Saturday night. Hotel and staff was all very nice but the surrounding noise made it a very long night with very little sleep due to all the noise outside our hotel window. Will look for another location next time forsure.",Hotel was convient to shopping and restaurants,w
9955,Calle Miami 5,Hotels,Abbeville,US,36.610974,-4.503823,Hotel Roc Lago Rojo,29620,SC,4.0,Pnt hotel med meget central beliggenhed. Behagelig solterresse p taget.,,
10013,Ebusuud Cad No2,Hotels,Naples,US,41.011854,28.978276,Amisos Hotel,34110,FL,5.0,"This hotel is placed confortable for sightseeing.We could mainly palace and temple in old town on foot.There is a in front of the gurhane station.Staff can speak English fluently. The room is like a business hotel. I happened a trouble which stuck a credit card in ATM.They cope with good attitude.I was saved by them. The prices are affordable. Breakfast is served hum,cheese,bread,olive,tomato,conefrake,and so on. There is a foorball bar next hotel.",good place hotel,���������������������������������
10045,E7331 Red Banks Rd,"Motels,Lodging,Hotels",Fremont,US,44.27578,-88.8607,Red Banks Motel,54940,WI,5.0,"Great fishing and down home country on the Wolfe River ,friendly people and clean rooms. Good TV too.",great home cumfprt,mable3164
10047,Pasillo Del Matadero 16,"Hotels,Hotel",Ballentine,US,36.714936,-4.426402,Hotel Guadalmedina,29002,SC,,"totalmente recomendable: personal con un trato exquisito, wifi gratuito, habitaciones amplias, todo muy limpio, ubicación estupenda, al lado de la estación de tren de centro alameda. volveremos",,Laura Jimenez
10056,17300 Highway 99,"Hotels,Lodging,Motels",Lynnwood,US,47.841274,-122.29774,Intercontinental Hotels Resorts,98037,WA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
10057,555 E Lafayette Blvd,"Casinos,Restaurants,Banquet Rooms,Hotels & Motels,Attractions",Detroit,US,42.334646,-83.041229,Greektown Casino,48226,MI,,Greektown Rules! I have never been to Vegas and do not care to because I am not into the Shows and I would rather spend my money here in Greektown. The Casino is located very close(walking distance) to great eateries and entertainment other than gambling. I like the Casino layout much better too. Oh yeh....and I can walk out of the casino without passing the Roulette Table. LOL I have been to all casino's in the Detroit area and also Niagra. Greektown Rules. Ummmm I think I will go now.,,popeye
10061,737 W Washington Blvd,Hotels,Marina Del Rey,US,33.987299,-118.45369,The Kinney - Venice Beach,90292,CA,4.0,"Stayed for a week for work, the hotel is functional. Pricey, but that is the area. The staff were great and everything felt clean and safe. Don't get excited about the pool - do go to the beach!",Recommended for a business trip,david
10109,1000 Hwy 19 S,"Hotels,Lodging,Motels,Bed & Breakfast & Inns,Vacation Homes Rentals & Sales",Bryson City,US,35.41966,-83.46169,Scenic View Motel,28713,Ela,5.0,"This is the nicest, friendliest small motel in the Smokies.","This is the nicest, friendlies...",Daniel D.
10110,476 Holiday Dr,"Hotels & Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Beach Hotels,Budget Hotels,Conventions,Lodging,Business Hotels,Conference & Convention Centers",Rutland,US,43.59359,-72.962371,Holiday Inn Rutland-killington Area,05701-4925,VT,,"For more than 50 years, this hotel's familiar green sign has signaled budget-friendly lodging for families and business travelers. In ShortSince its 1952 debut in Memphis, Tenn., Holiday Inn has become one of the most recognized hotel brands in the world. Kids rule here: Children age 19 and younger stay for free when sharing a parent's room and as many as four children per family (age 12 or younger) eat for free at hotel restaurants. Other amenities include 24-hour business services, an in-room coffeemaker, iron, hair dryer, room service, a swimming pool and a fitness center.",,Contributor
10112,1 Main St,Hotels,Las Vegas,US,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,4.0,good but bathroom should definitily have exhaust fan,,zuanir
10401,34560 Bob Hope Dr,Retirement Apartments & Hotels,Rancho Mirage,US,33.798553,-116.40588,Monarch of Rancho Mirag,92270,CA,4.0,"Mission Hills is a lovely place, kept very clean. It has a very pretty, nice big dining room. The food isn't as good as I've seen in other places at the moment. There are 70 buildings like this owned by the company. The director of the staff is very pleasant. We have a lady here who handles the medicine and she's very knowledgeable and good.",I am/was a resident of this facility,Caring82068750
10408,302 S Main St,"Hotels,Hotel,Lodging,Motels,B&bs / Inns",Seiling,US,36.144417,-98.9245,Seiling Motel,73663,OK,4.0,"My husband travels with his job and staying in hotels are a must. The stay at this hotel was a pleasure to say the least. For an older motel this hotel has all new beds, bedding and linen. The manager and the staff there went out of their way to make our stay feel like a home away from home.... More",Welcome,177meme
10415,119 Pinnacle Dr,Hotels,Johnson City,US,36.37389,-82.42733,Quality Inn Johnson City,37615,TN,2.0,"The only first floor room available was inanother building which we Were assured was very nice as the lobby. It was Not! There was a large deAd beetle and bent beer bottle cap on the floor. There wAs a toothpaste cap in the rack of coffee accessories, the clock made unusual sounds so we unplugged it. There was a label on the floor that usd to be attached to the clock cord. That label appeared to have been chewed on! The breakfast area had A crockpot of sausage gravy. The side of the crockpot was coldAt 4 pm so I tuirned the setting to warm. The next morning, the gravy was at the same level and was hot! The breakfat area looked beautiful and was well stocked! When I used the waffle batter dspenser, the dispenser screw knob came off releasing batter all over the Area. Staf was quick to respond with apologies and clean up. But no waffles that morning.",Looked nice in lobby,Gene
10478,165 Saint Emanuel St,"Hotels,Bed & Breakfasts,Hotels & Motels,Lodging,Bed & Breakfast & Inns,Motels",Mobile,US,30.68811,-88.04079,Fort Conde Inn,36602,AL,5.0,Loved the Fort Conde Inn. Location was close to downtown and the Marde Gras parades. Breakfast was really good. My husband is normally not a fan of French toast but loved it. Beautiful historic house. Rooms were clean and cozy. Large bathroom. Staff was very friendly.,Had a wonderful stay!,Eureva E
10505,3108 W Fir St,Hotels & Motels,Perry,US,36.288362,-97.329861,Regency Inn Motel,73077,OK,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable.",,Contributor
10507,8541 S Hampton Rd,"Hotels,Accommodations & Lodging,Motels",Dallas,US,32.643793,-96.857314,Super 8 Dallas South,75232,TX,1.0,it was bad because I was fighting ants and roaches the whole time I was there.,,john
10564,2007 N Expy,Hotels,Griffin,US,33.28714,-84.29196,Baymont Inn & Suites Griffin,30223,GA,5.0,"We enjoyed it very much, Thankful for a comfortable stay!",great place to stay!,Joseph S
10635,4021 Union Deposit Rd,Hotels,Harrisburg,US,40.277723,-76.821103,Holiday Inn Express - Harrisburg East,17109,PA,4.0,"Everything was very good and as it should be. Staff was friendly and helpful, morning breakfast was well stock and kept fresh by the attendant.",,Barry
